date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,lag_median,value_median
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-28,ZA,1,Omicron BA.2,Community,1.1308593358024877,2021-11-08,20,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-25,ZA,10,Omicron BA.2,Community,1.0995531539348073,2021-11-08,17,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-26,ZA,100,Omicron BA.2,Community,1.2027021874578196,2021-11-08,18,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-26,ZA,101,Omicron BA.2,Community,1.1855250707764833,2021-11-08,18,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-25,ZA,102,Omicron BA.2,Community,1.103115421172177,2021-11-08,17,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-27,ZA,103,Omicron BA.2,Community,1.0870724919974524,2021-11-08,19,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-22,ZA,104,Omicron BA.2,Community,1.0362138800346494,2021-11-08,14,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,0.001,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,0.01,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,0.1,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,0.5,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,1,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,1.5,fig_3e,18,1.1687
2021-11-29,ZA,105,Omicron BA.2,Community,1.004543875154411,2021-11-08,21,Travel hubs,Change IDR,NA,2,fig_3e,18,1.1687
