date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,lag_median,value_median
2021-09-22,ZA,1,Omicron BA.1,Community,1.0960323425553922,2021-09-21,1,Change IDR,Change DSR,0.1,2,fig_3b,1,1.0635
2021-09-22,ZA,1,Omicron BA.1,Community,1.0960323425553924,2021-09-21,1,Change IDR,Change DSR,0.5,2,fig_3b,1,1.0635
2021-09-22,ZA,1,Omicron BA.1,Community,1.0960323425553924,2021-09-21,1,Change IDR,Change DSR,1,2,fig_3b,1,1.0635
2021-09-22,ZA,1,Omicron BA.1,Community,1.0960323425553922,2021-09-21,1,Change IDR,Change DSR,1.5,2,fig_3b,1,1.0635
2021-09-22,ZA,1,Omicron BA.1,Community,1.0960323425553924,2021-09-21,1,Change IDR,Change DSR,2,2,fig_3b,1,1.0635
2021-09-22,ZA,10,Omicron BA.1,Community,1.073511130037131,2021-09-21,1,Change IDR,Change DSR,0.1,2,fig_3b,1,1.0635
2021-09-22,ZA,10,Omicron BA.1,Community,1.0735111300371307,2021-09-21,1,Change IDR,Change DSR,0.5,2,fig_3b,1,1.0635
2021-09-22,ZA,10,Omicron BA.1,Community,1.0735111300371307,2021-09-21,1,Change IDR,Change DSR,1,2,fig_3b,1,1.0635
2021-09-22,ZA,10,Omicron BA.1,Community,1.073511130037131,2021-09-21,1,Change IDR,Change DSR,1.5,2,fig_3b,1,1.0635
2021-09-22,ZA,10,Omicron BA.1,Community,1.0735111300371307,2021-09-21,1,Change IDR,Change DSR,2,2,fig_3b,1,1.0635
2021-09-22,ZA,100,Omicron BA.1,Community,1.0559946314118165,2021-09-21,1,Change IDR,Change DSR,0.1,2,fig_3b,1,1.0635
2021-09-22,ZA,100,Omicron BA.1,Community,1.055994631411816,2021-09-21,1,Change IDR,Change DSR,0.5,2,fig_3b,1,1.0635
2021-09-22,ZA,100,Omicron BA.1,Community,1.055994631411816,2021-09-21,1,Change IDR,Change DSR,1,2,fig_3b,1,1.0635
2021-09-22,ZA,100,Omicron BA.1,Community,1.0559946314118165,2021-09-21,1,Change IDR,Change DSR,1.5,2,fig_3b,1,1.0635
